cluster_model,cluster_rules,match_score,concordance
81,81,7,True
4,4,7,True
64,64,7,True
64,64,7,True
14,14,7,True
4,4,7,True
14,14,7,True
64,64,7,True
14,14,7,True
64,64,7,True
4,Aucun,0,False
4,4,7,True
64,64,7,True
55,55,7,True
55,55,7,True
23,23,7,True
9,9,7,True
92,92,7,True
55,55,7,True
55,55,7,True
55,55,7,True
81,55,7,False
34,34,7,True
55,55,7,True
81,81,7,True
68,68,7,True
55,55,7,True
4,Aucun,0,False
92,34,7,False
68,68,7,True
4,Aucun,0,False
4,Aucun,0,False
4,4,7,True
23,23,7,True
64,64,7,True
4,4,7,True
4,4,7,True
4,4,7,True
24,24,7,True
45,45,7,True
45,45,7,True
8,Aucun,0,False
45,45,7,True
6,Aucun,0,False
74,Aucun,0,False
45,45,7,True
45,45,7,True
24,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
45,45,7,True
31,31,7,True
45,45,7,True
74,Aucun,0,False
52,52,7,True
45,45,7,True
24,24,7,True
74,Aucun,0,False
45,45,7,True
24,24,7,True
88,24,7,False
45,Aucun,0,False
24,24,7,True
45,45,7,True
74,Aucun,0,False
91,91,7,True
74,Aucun,0,False
52,52,7,True
74,Aucun,0,False
45,Aucun,0,False
15,Aucun,0,False
10,Aucun,0,False
45,Aucun,0,False
74,Aucun,0,False
52,52,7,True
6,Aucun,0,False
88,88,7,True
91,91,7,True
45,45,7,True
31,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
45,45,7,True
45,45,7,True
45,45,7,True
45,45,7,True
85,52,7,False
45,Aucun,0,False
6,Aucun,0,False
45,45,7,True
45,Aucun,0,False
88,88,7,True
45,45,7,True
45,45,7,True
74,Aucun,0,False
7,Aucun,0,False
45,45,7,True
13,Aucun,0,False
31,31,7,True
74,Aucun,0,False
45,45,7,True
74,Aucun,0,False
24,24,7,True
45,45,7,True
45,Aucun,0,False
45,45,7,True
45,45,7,True
45,45,7,True
74,Aucun,0,False
88,24,7,False
45,45,7,True
45,45,7,True
8,Aucun,0,False
88,24,7,False
80,Aucun,0,False
31,Aucun,0,False
45,Aucun,0,False
45,45,7,True
45,45,7,True
74,74,7,True
59,Aucun,0,False
45,45,7,True
74,80,7,False
10,10,7,True
45,45,7,True
74,74,7,True
45,45,7,True
74,Aucun,0,False
31,Aucun,0,False
10,10,7,True
45,45,7,True
45,45,7,True
45,45,7,True
21,Aucun,0,False
10,10,7,True
74,74,7,True
74,74,7,True
74,Aucun,0,False
52,Aucun,0,False
74,74,7,True
45,Aucun,0,False
45,45,7,True
7,Aucun,0,False
15,Aucun,0,False
74,74,7,True
74,74,7,True
45,Aucun,0,False
45,45,7,True
15,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
45,45,7,True
45,Aucun,0,False
74,74,7,True
45,Aucun,0,False
45,45,7,True
80,80,7,True
2,2,7,True
74,74,7,True
13,Aucun,0,False
31,Aucun,0,False
74,74,7,True
80,Aucun,0,False
74,74,7,True
45,45,7,True
74,74,7,True
10,Aucun,0,False
45,45,7,True
74,74,7,True
91,Aucun,0,False
85,Aucun,0,False
74,74,7,True
6,Aucun,0,False
74,74,7,True
45,45,7,True
74,Aucun,0,False
10,10,7,True
2,2,7,True
45,45,7,True
45,45,7,True
45,45,7,True
13,Aucun,0,False
3,3,7,True
4,4,7,True
4,4,7,True
23,23,7,True
4,4,7,True
4,4,7,True
4,4,7,True
4,4,7,True
4,4,7,True
55,55,7,True
4,4,7,True
81,81,7,True
4,4,7,True
76,76,7,True
14,14,7,True
3,3,7,True
81,55,7,False
4,Aucun,0,False
14,14,7,True
3,3,7,True
93,93,7,True
93,93,7,True
55,55,7,True
14,14,7,True
14,14,7,True
4,Aucun,0,False
3,3,7,True
11,11,7,True
14,14,7,True
64,64,7,True
14,14,7,True
81,55,7,False
76,9,7,False
92,92,7,True
55,55,7,True
55,55,7,True
4,4,7,True
55,55,7,True
4,Aucun,0,False
92,34,7,False
4,4,7,True
14,14,7,True
55,55,7,True
64,64,7,True
4,4,7,True
4,4,7,True
55,55,7,True
23,23,7,True
4,4,7,True
14,14,7,True
81,55,7,False
81,81,7,True
34,34,7,True
68,68,7,True
9,9,7,True
92,92,7,True
4,4,7,True
14,14,7,True
4,4,7,True
23,Aucun,0,False
76,76,7,True
14,14,7,True
3,3,7,True
4,4,7,True
81,81,7,True
81,55,7,False
4,4,7,True
76,9,7,False
4,Aucun,0,False
4,4,7,True
3,3,7,True
55,55,7,True
4,4,7,True
76,76,7,True
3,3,7,True
55,55,7,True
4,4,7,True
3,3,7,True
55,55,7,True
14,14,7,True
23,23,7,True
4,4,7,True
14,14,7,True
14,14,7,True
14,14,7,True
64,64,7,True
4,4,7,True
9,9,7,True
3,Aucun,0,False
14,14,7,True
4,Aucun,0,False
55,Aucun,0,False
4,Aucun,0,False
4,4,7,True
64,Aucun,0,False
55,55,7,True
64,64,7,True
55,55,7,True
81,81,7,True
76,76,7,True
92,34,7,False
55,55,7,True
4,4,7,True
55,55,7,True
9,9,7,True
4,4,7,True
55,Aucun,0,False
55,55,7,True
3,3,7,True
68,68,7,True
4,4,7,True
55,55,7,True
92,92,7,True
4,Aucun,0,False
4,Aucun,0,False
55,55,7,True
55,55,7,True
4,4,7,True
55,55,7,True
9,9,7,True
3,3,7,True
4,4,7,True
81,55,7,False
55,55,7,True
81,81,7,True
3,3,7,True
76,11,7,False
4,4,7,True
11,11,7,True
55,55,7,True
4,4,7,True
9,9,7,True
55,Aucun,0,False
4,4,7,True
92,92,7,True
3,3,7,True
34,34,7,True
55,Aucun,0,False
92,92,7,True
4,4,7,True
9,9,7,True
4,4,7,True
4,4,7,True
91,Aucun,0,False
64,64,7,True
4,4,7,True
34,34,7,True
4,4,7,True
93,93,7,True
4,4,7,True
93,93,7,True
34,34,7,True
55,55,7,True
92,34,7,False
76,76,7,True
4,4,7,True
23,23,7,True
3,3,7,True
4,4,7,True
11,11,7,True
55,55,7,True
4,4,7,True
76,76,7,True
92,92,7,True
4,4,7,True
55,55,7,True
4,4,7,True
4,4,7,True
3,3,7,True
55,55,7,True
55,55,7,True
81,55,7,False
14,14,7,True
55,55,7,True
14,14,7,True
81,81,7,True
14,14,7,True
55,55,7,True
76,76,7,True
14,14,7,True
14,14,7,True
4,4,7,True
81,81,7,True
3,3,7,True
4,4,7,True
3,3,7,True
93,93,7,True
93,93,7,True
55,55,7,True
4,Aucun,0,False
55,55,7,True
4,4,7,True
55,55,7,True
34,34,7,True
55,55,7,True
11,11,7,True
92,34,7,False
92,Aucun,0,False
68,Aucun,0,False
4,4,7,True
4,4,7,True
81,55,7,False
4,4,7,True
92,92,7,True
55,55,7,True
4,4,7,True
9,9,7,True
92,34,7,False
81,55,7,False
55,55,7,True
68,68,7,True
4,4,7,True
4,4,7,True
4,4,7,True
92,92,7,True
81,81,7,True
55,Aucun,0,False
68,68,7,True
81,55,7,False
4,4,7,True
55,55,7,True
92,Aucun,0,False
4,4,7,True
68,Aucun,0,False
76,9,7,False
81,55,7,False
92,34,7,False
4,4,7,True
81,81,7,True
81,81,7,True
4,4,7,True
55,55,7,True
55,55,7,True
4,Aucun,0,False
34,34,7,True
76,76,7,True
55,55,7,True
55,55,7,True
55,55,7,True
4,4,7,True
3,3,7,True
76,76,7,True
3,Aucun,0,False
11,11,7,True
23,23,7,True
4,4,7,True
76,9,7,False
81,81,7,True
4,4,7,True
3,Aucun,0,False
55,55,7,True
68,68,7,True
55,55,7,True
4,4,7,True
45,45,7,True
15,15,7,True
45,Aucun,0,False
45,45,7,True
85,52,7,False
45,45,7,True
2,2,7,True
74,74,7,True
45,45,7,True
45,45,7,True
10,10,7,True
74,74,7,True
21,21,7,True
45,45,7,True
24,24,7,True
45,Aucun,0,False
45,45,7,True
52,52,7,True
74,74,7,True
10,10,7,True
74,74,7,True
24,24,7,True
74,74,7,True
21,21,7,True
74,74,7,True
52,52,7,True
74,74,7,True
52,52,7,True
74,Aucun,0,False
15,15,7,True
45,45,7,True
45,45,7,True
45,45,7,True
74,Aucun,0,False
45,Aucun,0,False
45,45,7,True
45,45,7,True
74,Aucun,0,False
45,45,7,True
8,Aucun,0,False
74,74,7,True
88,88,7,True
74,74,7,True
74,Aucun,0,False
45,45,7,True
88,88,7,True
21,21,7,True
45,45,7,True
45,45,7,True
52,52,7,True
74,74,7,True
74,74,7,True
15,15,7,True
45,45,7,True
45,45,7,True
15,15,7,True
21,21,7,True
45,45,7,True
85,52,7,False
74,74,7,True
15,15,7,True
52,52,7,True
45,45,7,True
45,45,7,True
74,74,7,True
59,Aucun,0,False
45,45,7,True
24,24,7,True
74,74,7,True
13,13,7,True
45,45,7,True
74,74,7,True
45,Aucun,0,False
45,45,7,True
10,10,7,True
74,74,7,True
45,45,7,True
52,52,7,True
24,24,7,True
74,74,7,True
74,74,7,True
74,74,7,True
45,45,7,True
10,10,7,True
59,59,7,True
24,24,7,True
45,45,7,True
6,Aucun,0,False
74,74,7,True
85,52,7,False
45,45,7,True
74,Aucun,0,False
45,45,7,True
74,74,7,True
74,74,7,True
74,74,7,True
74,74,7,True
74,74,7,True
74,74,7,True
24,24,7,True
74,74,7,True
45,45,7,True
85,52,7,False
6,Aucun,0,False
45,45,7,True
74,74,7,True
80,Aucun,0,False
74,74,7,True
2,2,7,True
45,45,7,True
74,74,7,True
74,74,7,True
45,45,7,True
74,74,7,True
59,59,7,True
10,10,7,True
21,21,7,True
13,13,7,True
45,45,7,True
45,Aucun,0,False
74,74,7,True
15,15,7,True
85,85,7,True
45,45,7,True
10,10,7,True
45,Aucun,0,False
13,13,7,True
45,45,7,True
45,45,7,True
15,15,7,True
45,45,7,True
74,74,7,True
45,45,7,True
2,Aucun,0,False
74,74,7,True
85,52,7,False
15,15,7,True
74,74,7,True
10,10,7,True
74,74,7,True
24,24,7,True
24,24,7,True
74,74,7,True
13,13,7,True
74,74,7,True
74,74,7,True
74,74,7,True
45,Aucun,0,False
7,Aucun,0,False
45,Aucun,0,False
74,74,7,True
74,74,7,True
74,Aucun,0,False
45,45,7,True
15,15,7,True
74,74,7,True
45,45,7,True
45,45,7,True
52,52,7,True
45,45,7,True
52,52,7,True
74,74,7,True
74,Aucun,0,False
15,15,7,True
74,74,7,True
74,74,7,True
74,74,7,True
74,74,7,True
85,85,7,True
74,Aucun,0,False
15,15,7,True
74,74,7,True
6,Aucun,0,False
74,74,7,True
45,45,7,True
85,52,7,False
45,Aucun,0,False
59,59,7,True
13,13,7,True
45,45,7,True
45,45,7,True
2,2,7,True
80,80,7,True
45,45,7,True
74,Aucun,0,False
74,74,7,True
45,45,7,True
24,24,7,True
52,52,7,True
21,21,7,True
45,Aucun,0,False
74,74,7,True
74,74,7,True
85,52,7,False
15,15,7,True
74,74,7,True
74,74,7,True
45,45,7,True
85,52,7,False
74,74,7,True
24,Aucun,0,False
13,13,7,True
59,59,7,True
21,21,7,True
7,Aucun,0,False
6,Aucun,0,False
52,52,7,True
74,74,7,True
45,45,7,True
24,24,7,True
45,45,7,True
74,74,7,True
74,74,7,True
10,10,7,True
15,15,7,True
10,10,7,True
74,Aucun,0,False
2,Aucun,0,False
45,Aucun,0,False
85,52,7,False
74,74,7,True
74,74,7,True
15,15,7,True
45,45,7,True
24,24,7,True
74,74,7,True
45,45,7,True
52,13,7,False
45,45,7,True
10,10,7,True
45,Aucun,0,False
88,24,7,False
13,13,7,True
45,45,7,True
8,Aucun,0,False
74,74,7,True
6,Aucun,0,False
85,52,7,False
74,74,7,True
24,24,7,True
74,74,7,True
74,74,7,True
74,74,7,True
59,59,7,True
31,Aucun,0,False
80,80,7,True
45,45,7,True
45,45,7,True
74,Aucun,0,False
45,45,7,True
74,74,7,True
74,74,7,True
24,24,7,True
45,45,7,True
74,74,7,True
13,13,7,True
13,13,7,True
2,Aucun,0,False
21,21,7,True
59,59,7,True
59,59,7,True
13,13,7,True
2,2,7,True
80,80,7,True
45,45,7,True
45,45,7,True
10,10,7,True
2,Aucun,0,False
8,Aucun,0,False
2,2,7,True
74,74,7,True
7,Aucun,0,False
45,45,7,True
80,80,7,True
45,45,7,True
45,45,7,True
21,Aucun,0,False
2,2,7,True
80,80,7,True
45,45,7,True
45,45,7,True
74,74,7,True
74,74,7,True
45,45,7,True
7,Aucun,0,False
74,74,7,True
24,Aucun,0,False
45,45,7,True
74,74,7,True
52,85,7,False
74,74,7,True
74,74,7,True
13,13,7,True
45,45,7,True
74,74,7,True
74,74,7,True
45,Aucun,0,False
45,Aucun,0,False
45,45,7,True
15,Aucun,0,False
15,Aucun,0,False
6,Aucun,0,False
45,45,7,True
85,85,7,True
45,45,7,True
45,45,7,True
85,85,7,True
45,45,7,True
74,74,7,True
6,Aucun,0,False
15,Aucun,0,False
74,74,7,True
21,Aucun,0,False
59,Aucun,0,False
85,85,7,True
74,74,7,True
74,74,7,True
88,88,7,True
91,91,7,True
91,Aucun,0,False
74,74,7,True
88,88,7,True
6,Aucun,0,False
45,45,7,True
45,Aucun,0,False
74,74,7,True
91,91,7,True
74,74,7,True
45,45,7,True
85,85,7,True
45,45,7,True
45,Aucun,0,False
45,45,7,True
6,Aucun,0,False
88,Aucun,0,False
13,13,7,True
74,74,7,True
45,45,7,True
45,45,7,True
88,88,7,True
91,Aucun,0,False
74,Aucun,0,False
59,Aucun,0,False
45,Aucun,0,False
74,Aucun,0,False
6,Aucun,0,False
85,85,7,True
74,Aucun,0,False
45,45,7,True
52,52,7,True
15,Aucun,0,False
45,45,7,True
74,Aucun,0,False
74,Aucun,0,False
24,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
45,45,7,True
45,Aucun,0,False
52,52,7,True
24,Aucun,0,False
8,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
88,88,7,True
45,45,7,True
85,52,7,False
45,45,7,True
45,45,7,True
45,45,7,True
45,45,7,True
45,Aucun,0,False
6,Aucun,0,False
85,85,7,True
45,45,7,True
45,45,7,True
74,Aucun,0,False
85,85,7,True
45,45,7,True
6,Aucun,0,False
88,88,7,True
45,45,7,True
74,Aucun,0,False
45,45,7,True
13,Aucun,0,False
24,Aucun,0,False
85,Aucun,0,False
45,Aucun,0,False
6,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
6,Aucun,0,False
45,45,7,True
45,45,7,True
45,45,7,True
15,Aucun,0,False
52,52,7,True
74,Aucun,0,False
45,45,7,True
6,Aucun,0,False
45,45,7,True
31,Aucun,0,False
45,Aucun,0,False
74,Aucun,0,False
15,15,7,True
74,74,7,True
52,Aucun,0,False
45,Aucun,0,False
45,Aucun,0,False
45,Aucun,0,False
45,Aucun,0,False
45,Aucun,0,False
74,74,7,True
15,15,7,True
52,Aucun,0,False
74,74,7,True
74,Aucun,0,False
74,74,7,True
24,24,7,True
88,Aucun,0,False
74,74,7,True
45,Aucun,0,False
74,74,7,True
74,74,7,True
45,Aucun,0,False
8,Aucun,0,False
45,Aucun,0,False
45,Aucun,0,False
24,24,7,True
45,Aucun,0,False
13,13,7,True
74,Aucun,0,False
85,Aucun,0,False
15,15,7,True
15,15,7,True
74,74,7,True
31,31,7,True
7,Aucun,0,False
45,Aucun,0,False
74,74,7,True
45,Aucun,0,False
45,Aucun,0,False
31,31,7,True
74,74,7,True
6,Aucun,0,False
6,Aucun,0,False
7,Aucun,0,False
74,74,7,True
45,Aucun,0,False
74,74,7,True
13,13,7,True
24,24,7,True
59,Aucun,0,False
80,80,7,True
74,74,7,True
74,74,7,True
74,74,7,True
31,31,7,True
74,74,7,True
6,Aucun,0,False
74,74,7,True
2,Aucun,0,False
80,80,7,True
74,74,7,True
31,31,7,True
74,74,7,True
45,Aucun,0,False
24,24,7,True
45,Aucun,0,False
59,59,7,True
13,13,7,True
21,Aucun,0,False
10,10,7,True
15,15,7,True
45,Aucun,0,False
13,13,7,True
10,10,7,True
74,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
24,Aucun,0,False
52,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
15,15,7,True
59,59,7,True
21,Aucun,0,False
10,10,7,True
13,13,7,True
74,Aucun,0,False
45,Aucun,0,False
15,15,7,True
85,Aucun,0,False
74,Aucun,0,False
74,Aucun,0,False
15,15,7,True
52,Aucun,0,False
45,Aucun,0,False
45,Aucun,0,False
74,Aucun,0,False
45,Aucun,0,False
13,13,7,True
59,59,7,True
80,80,7,True
45,Aucun,0,False
74,Aucun,0,False
45,Aucun,0,False
45,Aucun,0,False
59,59,7,True
80,Aucun,0,False
15,15,7,True
85,Aucun,0,False
81,Aucun,0,False
9,9,7,True
92,Aucun,0,False
4,Aucun,0,False
14,14,7,True
14,Aucun,0,False
76,11,7,False
81,81,7,True
81,81,7,True
3,3,7,True
81,81,7,True
4,Aucun,0,False
4,Aucun,0,False
55,81,7,False
4,Aucun,0,False
4,Aucun,0,False
76,9,7,False
92,Aucun,0,False
55,81,7,False
81,81,7,True
4,Aucun,0,False
34,Aucun,0,False
11,11,7,True
3,3,7,True
9,9,7,True
4,Aucun,0,False
4,Aucun,0,False
64,Aucun,0,False
4,Aucun,0,False
4,Aucun,0,False
3,3,7,True
11,11,7,True
81,81,7,True
81,81,7,True
14,14,7,True
14,14,7,True
4,Aucun,0,False
4,Aucun,0,False
91,Aucun,0,False
34,Aucun,0,False
64,Aucun,0,False
81,81,7,True
4,Aucun,0,False
14,14,7,True
4,Aucun,0,False
3,3,7,True
11,11,7,True
4,Aucun,0,False
4,Aucun,0,False
3,3,7,True
55,81,7,False
76,9,7,False
55,81,7,False
4,Aucun,0,False
4,Aucun,0,False
81,Aucun,0,False
55,81,7,False
76,76,7,True
4,Aucun,0,False
4,Aucun,0,False
4,Aucun,0,False
3,3,7,True
4,Aucun,0,False
11,11,7,True
3,3,7,True
4,Aucun,0,False
4,Aucun,0,False
23,Aucun,0,False
55,81,7,False
3,3,7,True
9,9,7,True
4,Aucun,0,False
91,Aucun,0,False
3,3,7,True
11,11,7,True
4,Aucun,0,False
23,23,7,True
23,Aucun,0,False
14,14,7,True
9,9,7,True
3,3,7,True
64,Aucun,0,False
4,Aucun,0,False
4,Aucun,0,False
4,Aucun,0,False
4,Aucun,0,False
64,Aucun,0,False
81,81,7,True
81,81,7,True
11,11,7,True
23,23,7,True
4,Aucun,0,False
23,23,7,True
74,74,7,True
15,15,7,True
74,Aucun,0,False
88,Aucun,0,False
45,45,7,True
91,91,7,True
74,Aucun,0,False
59,59,7,True
10,59,7,False
45,45,7,True
45,45,7,True
31,Aucun,0,False
45,45,7,True
6,Aucun,0,False
74,74,7,True
24,24,7,True
85,52,7,False
45,45,7,True
45,Aucun,0,False
45,45,7,True
45,Aucun,0,False
74,74,7,True
74,74,7,True
85,52,7,False
45,45,7,True
45,45,7,True
6,Aucun,0,False
45,45,7,True
45,45,7,True
45,45,7,True
8,Aucun,0,False
6,Aucun,0,False
74,74,7,True
6,Aucun,0,False
74,74,7,True
85,85,7,True
74,74,7,True
45,45,7,True
10,10,7,True
74,Aucun,0,False
7,Aucun,0,False
45,45,7,True
59,Aucun,0,False
2,Aucun,0,False
45,45,7,True
74,74,7,True
45,Aucun,0,False
45,45,7,True
45,45,7,True
7,Aucun,0,False
88,88,7,True
91,91,7,True
21,Aucun,0,False
59,59,7,True
13,Aucun,0,False
15,15,7,True
59,59,7,True
74,74,7,True
74,74,7,True
45,45,7,True
74,74,7,True
45,45,7,True
74,74,7,True
45,45,7,True
74,74,7,True
24,24,7,True
85,52,7,False
45,45,7,True
45,45,7,True
6,Aucun,0,False
15,15,7,True
45,45,7,True
74,74,7,True
45,45,7,True
74,74,7,True
74,74,7,True
45,45,7,True
15,15,7,True
74,74,7,True
52,52,7,True
15,15,7,True
45,45,7,True
74,74,7,True
45,45,7,True
10,59,7,False
7,7,7,True
74,74,7,True
74,74,7,True
6,Aucun,0,False
74,74,7,True
31,Aucun,0,False
45,45,7,True
45,45,7,True
52,52,7,True
74,74,7,True
74,74,7,True
45,45,7,True
24,24,7,True
74,Aucun,0,False
24,24,7,True
74,74,7,True
45,Aucun,0,False
45,45,7,True
74,74,7,True
85,52,7,False
24,24,7,True
74,74,7,True
74,74,7,True
6,Aucun,0,False
74,74,7,True
74,74,7,True
85,52,7,False
45,45,7,True
74,74,7,True
45,45,7,True
74,Aucun,0,False
45,Aucun,0,False
74,74,7,True
8,Aucun,0,False
74,74,7,True
88,24,7,False
80,Aucun,0,False
74,Aucun,0,False
74,74,7,True
85,52,7,False
6,Aucun,0,False
74,Aucun,0,False
6,Aucun,0,False
74,74,7,True
74,74,7,True
8,Aucun,0,False
52,52,7,True
88,88,7,True
45,45,7,True
88,24,7,False
45,45,7,True
45,45,7,True
53,53,7,True
68,68,7,True
53,53,7,True
53,53,7,True
34,34,7,True
30,Aucun,0,False
30,30,7,True
30,Aucun,0,False
30,30,7,True
30,30,7,True
30,30,7,True
30,30,7,True
33,33,7,True
30,30,7,True
30,30,7,True
30,30,7,True
53,53,7,True
68,68,7,True
60,53,7,False
92,92,7,True
30,30,7,True
92,34,7,False
53,Aucun,0,False
68,68,7,True
53,53,7,True
53,53,7,True
60,53,7,False
92,92,7,True
30,30,7,True
68,68,7,True
30,30,7,True
9,9,7,True
92,92,7,True
30,Aucun,0,False
64,64,7,True
30,30,7,True
30,30,7,True
30,30,7,True
53,53,7,True
60,53,7,False
68,68,7,True
60,53,7,False
30,30,7,True
53,53,7,True
60,53,7,False
30,30,7,True
