tenant_id,tenant_type,total_rent,is_particular,is_entreprise,monthly_income,monthly_charge,debt,professional_experience,children_number,persons_dependents,contract_type,occupational_function,lease_amount,lease_status,pay_day,penalty,rental_charge,fees_included,lease_duration_days,lease_is_active,fees_included_flag,total_amount_owed,has_had_penalties,payment_count_3m,avg_payment_amount_3m,total_payment_amount_3m,payment_consistency_3m,min_payment_amount_3m,max_payment_amount_3m,payment_success_rate_3m,late_payment_count_3m,avg_days_late_3m,max_days_late_3m,total_late_amount_3m,observation_date,future_invoice_count,target
bd6954e2-3763-4438-9db8-62017f81f2f8,Enterprise,1.0,0,0,320000.0,588785.0,477175.0,29,4,2,CDD,dynamic security assistant,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1,1
d469c11c-eba5-43ab-bb8a-760d8ebd3df6,Enterprise,1.0,0,0,225000.0,295585.0,416850.0,6,6,2,Informel,international web associate,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1,1
9ef84b16-27a8-4361-bf0d-f8f4ebc6d795,Enterprise,1.0,0,0,440000.0,340775.0,122590.0,8,6,0,Interim,central marketing manager,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1,1
bd6954e2-3763-4438-9db8-62017f81f2f8,Enterprise,1.0,0,0,320000.0,588785.0,477175.0,29,4,2,CDD,dynamic security assistant,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,1090185.0,1090185.0,0.0,1090185.0,1090185.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
8ca6655a-246e-4b44-ae0f-163ae5423d35,Particular,1.0,1,0,245000.0,283950.0,186605.0,24,8,1,Independant,forward directives specialist,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,2064605.0,2064605.0,0.0,2064605.0,2064605.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
399949b9-b6bc-4164-8a4b-aac5e8b0be8b,Particular,1.0,1,0,290000.0,958840.0,495475.0,16,6,1,CDI,direct creative liaison,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,1098930.0,5494650.0,0.0,1098930.0,1098930.0,1.0,0,0.0,0.0,0.0,2024-04-01,0,0
770b6c1f-453b-4671-9299-decab88a28e7,Enterprise,1.0,0,0,305000.0,896270.0,339375.0,16,6,6,Independant,legacy identity officer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,199485.0,199485.0,0.0,199485.0,199485.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
770b6c1f-453b-4671-9299-decab88a28e7,Enterprise,1.0,0,0,305000.0,896270.0,339375.0,16,6,6,Independant,legacy identity officer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1,1
31443523-544c-4bf5-855d-b1a6152f23a0,Particular,1.0,1,0,175000.0,346430.0,18395.0,31,3,2,CDI,direct operations associate,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-07-30,1,1
c106f215-01c0-4a0d-9765-abeb423b9970,Enterprise,1.0,0,0,100000.0,76680.0,14905.0,17,6,6,Etudiant,senior mobility consultant,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,313868.0,1569340.0,0.0,313868.0,313868.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
